Token1	Label1	Offset1	Token2	Label2	Offset2	Relation	Sentence
lysosomal trafficking genes	Gene	(21, 48)	changes	Reg	(129, 136)	NoRelation	Mutations in several lysosomal trafficking genes resulted in significantly decreased adult life spans and several mutants showed changes in ubiquitinated protein profiles as young adults.
Mutations	Var	(0, 9)	ubiquitinated protein profiles	MPA	(140, 170)	NoRelation	Mutations in several lysosomal trafficking genes resulted in significantly decreased adult life spans and several mutants showed changes in ubiquitinated protein profiles as young adults.
ubiquitinated protein profiles	MPA	(140, 170)	decreased	NegReg	(75, 84)	NoRelation	Mutations in several lysosomal trafficking genes resulted in significantly decreased adult life spans and several mutants showed changes in ubiquitinated protein profiles as young adults.
Mutations	Var	(0, 9)	adult life spans	CPA	(85, 101)	NoRelation	Mutations in several lysosomal trafficking genes resulted in significantly decreased adult life spans and several mutants showed changes in ubiquitinated protein profiles as young adults.
adult life spans	CPA	(85, 101)	ubiquitinated protein profiles	MPA	(140, 170)	NoRelation	Mutations in several lysosomal trafficking genes resulted in significantly decreased adult life spans and several mutants showed changes in ubiquitinated protein profiles as young adults.
lysosomal trafficking genes	Gene	(21, 48)	decreased	NegReg	(75, 84)	NoRelation	Mutations in several lysosomal trafficking genes resulted in significantly decreased adult life spans and several mutants showed changes in ubiquitinated protein profiles as young adults.
changes	Reg	(129, 136)	decreased	NegReg	(75, 84)	NoRelation	Mutations in several lysosomal trafficking genes resulted in significantly decreased adult life spans and several mutants showed changes in ubiquitinated protein profiles as young adults.
adult life spans	CPA	(85, 101)	changes	Reg	(129, 136)	NoRelation	Mutations in several lysosomal trafficking genes resulted in significantly decreased adult life spans and several mutants showed changes in ubiquitinated protein profiles as young adults.
lysosomal trafficking genes	Gene	(21, 48)	ubiquitinated protein profiles	MPA	(140, 170)	NoRelation	Mutations in several lysosomal trafficking genes resulted in significantly decreased adult life spans and several mutants showed changes in ubiquitinated protein profiles as young adults.
heterotrimeric G proteins	Protein	(145, 170)	stimulation	PosReg	(98, 109)	CauseOf	Regulator of G protein signaling (RGS) proteins play a crucial role in the adaptation of cells to stimulation by G protein-coupled receptors via heterotrimeric G proteins.
RGS4	Var	(43, 47)	increased	PosReg	(76, 85)	CauseOf	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
protein levels	MPA	(99, 113)	increased	PosReg	(76, 85)	ThemeOf	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
GAP activity	MPA	(163, 175)	enhanced	PosReg	(154, 162)	ThemeOf	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
RGS4 mutant	Var	(69, 80)	gain-of-function	PosReg	(108, 124)	CauseOf	Here we describe the isolation and characterization of a novel human RGS4 mutant which displays enhanced or gain-of-function (GOF) activity.
RGS	Protein	(15, 18)	Alterations	Var	(0, 11)	ThemeOf	Alterations in RGS function have been implicated in a wide range of disease states, leading to many researchers focusing on controlling the action of these regulatory proteins.
RGS4	Var	(43, 47)	enhanced	PosReg	(154, 162)	CauseOf	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
G protein-coupled receptors	Protein	(113, 140)	stimulation	PosReg	(98, 109)	ThemeOf	Regulator of G protein signaling (RGS) proteins play a crucial role in the adaptation of cells to stimulation by G protein-coupled receptors via heterotrimeric G proteins.
S30C	Var	(48, 52)	RGS4	Var	(43, 47)	ThemeOf	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
S30F	Var	(53, 57)	RGS4	Var	(43, 47)	ThemeOf	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
S30K	Var	(58, 62)	RGS4	Var	(43, 47)	ThemeOf	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
Alterations	Var	(0, 11)	implicated	Reg	(38, 48)	CauseOf	Alterations in RGS function have been implicated in a wide range of disease states, leading to many researchers focusing on controlling the action of these regulatory proteins.
disease	Disease	(68, 75)	implicated	Reg	(38, 48)	ThemeOf	Alterations in RGS function have been implicated in a wide range of disease states, leading to many researchers focusing on controlling the action of these regulatory proteins.
RGS4 mutant	Var	(69, 80)	enhanced	PosReg	(96, 104)	CauseOf	Here we describe the isolation and characterization of a novel human RGS4 mutant which displays enhanced or gain-of-function (GOF) activity.
disease	Disease	(68, 75)	RGS	Protein	(15, 18)	NoRelation	Alterations in RGS function have been implicated in a wide range of disease states, leading to many researchers focusing on controlling the action of these regulatory proteins.
RGS	Protein	(15, 18)	implicated	Reg	(38, 48)	NoRelation	Alterations in RGS function have been implicated in a wide range of disease states, leading to many researchers focusing on controlling the action of these regulatory proteins.
Alterations	Var	(0, 11)	disease	Disease	(68, 75)	NoRelation	Alterations in RGS function have been implicated in a wide range of disease states, leading to many researchers focusing on controlling the action of these regulatory proteins.
gain-of-function	PosReg	(108, 124)	enhanced	PosReg	(96, 104)	NoRelation	Here we describe the isolation and characterization of a novel human RGS4 mutant which displays enhanced or gain-of-function (GOF) activity.
GAP activity	MPA	(163, 175)	increased	PosReg	(76, 85)	NoRelation	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
GAP activity	MPA	(163, 175)	S30K	Var	(58, 62)	NoRelation	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
protein levels	MPA	(99, 113)	GAP activity	MPA	(163, 175)	NoRelation	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
protein levels	MPA	(99, 113)	S30C	Var	(48, 52)	NoRelation	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
increased	PosReg	(76, 85)	S30K	Var	(58, 62)	NoRelation	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
protein levels	MPA	(99, 113)	RGS4	Var	(43, 47)	NoRelation	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
protein levels	MPA	(99, 113)	S30K	Var	(58, 62)	NoRelation	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
S30C	Var	(48, 52)	GAP activity	MPA	(163, 175)	NoRelation	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
RGS4	Var	(43, 47)	GAP activity	MPA	(163, 175)	NoRelation	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
S30C	Var	(48, 52)	increased	PosReg	(76, 85)	NoRelation	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
S30F	Var	(53, 57)	S30K	Var	(58, 62)	NoRelation	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
S30C	Var	(48, 52)	S30K	Var	(58, 62)	NoRelation	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
increased	PosReg	(76, 85)	enhanced	PosReg	(154, 162)	NoRelation	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
protein levels	MPA	(99, 113)	enhanced	PosReg	(154, 162)	NoRelation	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
increased	PosReg	(76, 85)	S30F	Var	(53, 57)	NoRelation	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
S30K	Var	(58, 62)	enhanced	PosReg	(154, 162)	NoRelation	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
S30C	Var	(48, 52)	enhanced	PosReg	(154, 162)	NoRelation	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
S30F	Var	(53, 57)	GAP activity	MPA	(163, 175)	NoRelation	As with previously identified GOF mutants, RGS4(S30C/S30F/S30K) demonstrate increased steady state protein levels, however these mutants also demonstrate enhanced GAP activity through an additional mechanism distinct from the increased protein content.
